uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Attend to precision.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.8,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Make sense of problems and persevere in solving them.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Model with mathematics.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,<p>Attend to precision.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Look for and make use of structure.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51131,16470,Grade 8,Statistics and Probability,Mathematical Practices,8.SP.8,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,"<p>Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Rewrite expressions involving radicals and rational exponents using the properties of exponents. Use properties of rational and irrational numbers.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational. Quantities★ N-Q Reason quantitatively and use units to solve problems.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.3,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,<p>Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>Define appropriate quantities for the purpose of descriptive modeling.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>Choose a level of accuracy appropriate to limitations on measurement when reporting quantities. The Complex Number System N-CN Perform arithmetic operations with complex numbers.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.3,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,"<p>Know there is a complex number i such that i2 = –1, and every complex number has the form a + bi with a and b real.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Use the relation i2 = –1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers. Represent complex numbers and their operations on the complex plane.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (–1 + √3 i)3 = 8 because (–1 + √3 i) has modulus 2 and argument 120°.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints. Use complex numbers in polynomial identities and equations.</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Solve quadratic equations with real coefficients that have complex solutions.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,"<p>(+) Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x – 2i).</p>",14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,<p>(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.</p>,14783,51132,16470,Grade 8,Statistics and Probability,Extend the properties of exponents to rational exponents.,8.SP.9,TRUE
mathcc-8-sp-1,CCSS.Math.Content.8.SP.1,basic_html,"<p>(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, |v|, ||v||, v).</p>",14783,51133,16470,Grade 8,Statistics and Probability,Represent and model with vector quantities.,8.SP.1,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.</p>,14783,51133,16470,Grade 8,Statistics and Probability,Represent and model with vector quantities.,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,<p>(+) Solve problems involving velocity and other quantities that can be represented by vectors. Perform operations on vectors.</p>,14783,51133,16470,Grade 8,Statistics and Probability,Represent and model with vector quantities.,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>(+) Add and subtract vectors.</p>,14783,51133,16470,Grade 8,Statistics and Probability,Represent and model with vector quantities.,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>(+) Multiply a vector by a scalar.</p>,14783,51134,16470,Grade 8,Statistics and Probability,"by connecting the tips in the appropriate order, and perform vector subtraction component-wise.",8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.</p>",14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.</p>",14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,"<p>(+) Add, subtract, and multiply matrices of appropriate dimensions.</p>",14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,"<p>(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.</p>",14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.9,TRUE
mathcc-8-sp-10,CCSS.Math.Content.8.SP.10,basic_html,<p>(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.</p>,14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.10,TRUE
mathcc-8-sp-11,CCSS.Math.Content.8.SP.11,basic_html,<p>(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.</p>,14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.11,TRUE
mathcc-8-sp-12,CCSS.Math.Content.8.SP.12,basic_html,"<p>(+) Work with 2 × 2 matrices as transformations of the plane, and interpret the absolute value of the determinant in terms of area.</p>",14783,51135,16470,Grade 8,Statistics and Probability,Perform operations on matrices and use matrices in applications.,8.SP.12,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Use the structure of an expression to identify ways to rewrite it. For example, see x4 – y4 as (x2)2 – (y2)2, thus recognizing it as a difference of squares that can be factored as (x2 – y2)(x2 + y2). Write expressions in equivalent forms to solve problems</p>",14783,51136,16470,Grade 8,Statistics and Probability,"parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depend",8.SP.2,TRUE
